StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,check-decrease-1,check-increase-1,check-2,overall-strategy,gender,gender_4_TEXT,age,education,experience_1,experience_2,experience_3,experience_4,effort,feedback,PROLIFIC_PID,size1,size2,size3,size4,size5,dataset1,dataset2,dataset3,dataset4,dataset5,method1,method2,method3,method4,method5,size00,size01,order,row,col,dataset,method
2024-02-26 12:20:53,2024-02-26 12:23:41,0,95.108.64.194,100,167,1,2024-02-26 12:23:42,R_1ImxaEHNalrNyhG,,,,,52.4052,16.9339,anonymous,EN,1,2,,2,i was looking if the patern is similar,1,,22,6,0,0,0,,2,no,5ecbc40644972a757d8611b7,6407,21624,14416,1266,21624,apps,hidden,fraud,mnist,pollution,outlier,vas,random,blue,maxmin,1500,200,lts,5,5,pollution,maxmin
2024-02-26 12:20:46,2024-02-26 12:24:24,0,188.82.181.116,100,217,1,2024-02-26 12:24:24,R_7Fr6npHUVp4twY1,,,,,41.2034,-8.6022,anonymous,EN,1,,2,2,"Just try to make the figure look like the original pattern
",1,,20,3,0,0,1,,3,,6074de03363deb52b54eccf4,32437,2848,32437,2848,32437,apps,hidden,fraud,mnist,pollution,outlier,vas,random,blue,maxmin,200,na,stl,5,5,pollution,maxmin
2024-02-26 12:20:34,2024-02-26 12:24:25,0,95.95.180.36,100,231,1,2024-02-26 12:24:26,R_5lg6FLsoQuQVQRz,,,,,38.8591,-9.0571,anonymous,EN,1,2,,3,I try to reduced it until I stop recognize the original shape,1,,47,5,1,0,20,,2,,5c1ed63210140800013f5ffb,14416,na,na,2848,14416,apps,hidden,fraud,mnist,pollution,vas,random,blue,maxmin,outlier,3000,na,lts,4,5,pollution,outlier
2024-02-26 12:21:15,2024-02-26 12:25:15,0,149.90.229.17,100,240,1,2024-02-26 12:25:16,R_22lMPtd4F9z8Z0P,,,,,41.1691,-8.6793,anonymous,EN,1,,2,3,"no different strategy.
just visualisation. and shape",1,,40,2,5,,20,,3,,616c9b13318596cee463a499,na,na,1266,6407,na,apps,hidden,fraud,mnist,pollution,random,blue,maxmin,outlier,vas,200,na,stl,3,5,pollution,vas
2024-02-26 12:20:46,2024-02-26 12:25:30,0,151.18.139.221,100,284,1,2024-02-26 12:25:31,R_3di0OshocPVwQZe,,,,,45.4722,9.1922,anonymous,EN,1,,2,3,I use the form as a sign of similarity,1,,25,7,13,7,2,,3,Most of the images weren't similar to the original,6169b0218c99bde32fa3cbe4,21624,na,4271,32437,na,apps,hidden,fraud,mnist,pollution,random,blue,maxmin,outlier,vas,1500,1200,stl,3,1,apps,random
2024-02-26 12:20:41,2024-02-26 12:25:34,0,94.60.204.166,100,293,1,2024-02-26 12:25:35,R_70w1l8rqcKHirJ1,,,,,41.1691,-8.6793,anonymous,EN,1,,1,2,"yes, its easier on the dots and harder on the bars. because its easier the imagine de result conecting the dots.",1,,37,2,0,0,0,,2,,5e8cbaafcbf01e067b12002a,32437,32437,na,32437,na,apps,hidden,fraud,mnist,pollution,blue,maxmin,outlier,vas,random,1500,na,stl,2,4,mnist,vas
2024-02-26 12:20:54,2024-02-26 12:25:59,0,80.99.24.134,100,305,1,2024-02-26 12:26:00,R_8jGbdGR6Oy6rcY1,,,,,47.5636,19.0947,anonymous,EN,1,2,,2,I can not explain.,1,,39,6,1,0,0,0,2,,6008b7087367795557f236cd,1266,4271,844,14416,2848,apps,hidden,fraud,mnist,pollution,blue,maxmin,outlier,vas,random,1000,na,lts,2,1,apps,blue
2024-02-26 12:20:53,2024-02-26 12:26:15,0,121.99.208.121,100,321,1,2024-02-26 12:26:16,R_4hYYXytI8WEWWAD,,,,,-37.8134,175.2842,anonymous,EN,1,1,,3,I tried to make sure the pattern from the original was as close to the sample size and placement as possible,1,,23,3,0,0,0,0,3,no,65ab498a8aa3d8ad2713478d,na,14416,9611,4271,9611,apps,hidden,fraud,mnist,pollution,outlier,vas,random,blue,maxmin,750,na,lts,5,4,mnist,blue
2024-02-26 12:20:41,2024-02-26 12:26:27,0,78.11.201.19,100,346,1,2024-02-26 12:26:28,R_7ps92aXt1wPdOCD,,,,,50.0585,19.9342,anonymous,EN,1,2,,2,I had stopped when I could no longer distinguished the pattern occuring in the orginal visualisations.,2,,28,7,0,0,0,0,3,,6000142696d3bf1af8b74849,na,9611,1266,4271,na,apps,hidden,fraud,mnist,pollution,random,blue,maxmin,outlier,vas,200,na,lts,3,4,mnist,outlier
2024-02-26 12:21:11,2024-02-26 12:26:52,0,200.120.80.204,100,340,1,2024-02-26 12:26:53,R_1TFxpBQXTSPDyvo,,,,,-33.4521,-70.6536,anonymous,EN,1,,2,2,"I made sure that the sample points captured the general behaviour of the original plot, using the least amount of points possible. This meant observing general shapes and rates of change in the sample points.",2,,21,3,0,0,0,0,3,,5eaa3db0398cc31d177be481,na,na,na,2848,21624,apps,hidden,fraud,mnist,pollution,vas,random,blue,maxmin,outlier,200,na,stl,4,2,hidden,random
2024-02-26 12:20:59,2024-02-26 12:26:57,0,188.122.20.65,100,357,1,2024-02-26 12:26:57,R_2gUiO7fLDbhtZTr,,,,,51.1038,17.0397,anonymous,EN,1,2,,3,I adopted similar criteria and followed them in each example.,1,,30,7,2,1,5,,3,everything was allright,5f3d3186010cab050f959855,14416,na,4271,4271,9611,apps,hidden,fraud,mnist,pollution,vas,random,blue,maxmin,outlier,1500,na,lts,4,4,mnist,maxmin
2024-02-26 12:21:13,2024-02-26 12:26:58,0,193.207.115.7,100,345,1,2024-02-26 12:26:59,R_1Js2rwF3TjAyxNf,,,,,43.1479,12.1097,anonymous,EN,1,2,,3,I used my visualization skills to make the two pictures similar,2,,44,7,0,,,,2,,5efedcae42adfe000b4291c7,1898,14416,2848,14416,6407,apps,hidden,fraud,mnist,pollution,outlier,vas,random,blue,maxmin,2500,1400,lts,5,2,hidden,vas
2024-02-26 12:21:03,2024-02-26 12:27:03,0,89.134.25.237,100,360,1,2024-02-26 12:27:04,R_8qqCVz9g3fn67kY,,,,,47.5636,19.0947,anonymous,EN,1,2,,3,I determined it to base it to all samples provided to me,1,,24,6,1,1,2,,3,no,64f56a2f39ad7a9ae338d534,844,21624,32437,32437,1266,apps,hidden,fraud,mnist,pollution,blue,maxmin,outlier,vas,random,3000,1600,lts,2,3,fraud,outlier
2024-02-26 12:20:57,2024-02-26 12:27:09,0,147.235.223.155,100,372,1,2024-02-26 12:27:10,R_4qvdZvg3QVSoTaV,,,,,32.816,34.9821,anonymous,EN,1,,1,3,i looked at the dots to see that it issmilar on both sides,2,,25,6,0,0,0,0,3,,61128d38f512d6800205d192,na,na,32437,na,14416,apps,hidden,fraud,mnist,pollution,maxmin,outlier,vas,random,blue,1500,na,stl,1,1,apps,maxmin
2024-02-26 12:21:06,2024-02-26 12:27:37,0,189.175.79.153,100,390,1,2024-02-26 12:27:37,R_7lVPilaNJcER7Op,,,,,25.6196,-100.2699,anonymous,EN,1,2,,2,I tried to keep the original form. ,2,,33,6,1,0,8,,2,,5b7b8153db11320001c412e8,9611,1898,375,6407,9611,apps,hidden,fraud,mnist,pollution,maxmin,outlier,vas,random,blue,500,na,lts,1,3,fraud,vas
2024-02-26 12:20:52,2024-02-26 12:27:40,0,161.230.238.47,100,407,1,2024-02-26 12:27:40,R_8uKRnWrSzrMlYOg,,,,,41.5515,-8.4204,anonymous,EN,1,,2,2,"I use the same stategy for every visualization, I tried to identify the defining characteristics of the original and then choose the sample with the same characteristics and using the smaller samples possible",2,,31,7,1,1,2,0,3,No,5da03c3607c83700140a3d8f,na,na,844,2848,32437,apps,hidden,fraud,mnist,pollution,maxmin,outlier,vas,random,blue,500,na,stl,1,5,pollution,blue
2024-02-26 12:21:20,2024-02-26 12:27:40,0,2.81.240.51,100,379,1,2024-02-26 12:27:40,R_4rNzvYEaooaveKi,,,,,39.9177,-8.6328,anonymous,EN,1,,1,3,"I started to make the sample as complete as the original and take in account the spaces where there were no dots too
",1,,22,6,4,3,0,0,2,The first example was not showing up so i could not see the slider affecting the images but the rest worked fine,5e9998a757c6fe1cc644435f,32437,32437,32437,32437,844,apps,hidden,fraud,mnist,pollution,random,blue,maxmin,outlier,vas,500,na,stl,3,5,pollution,vas
2024-02-26 12:22:23,2024-02-26 12:28:03,0,109.125.218.26,100,339,1,2024-02-26 12:28:03,R_2ioBrnSVBaaxxN7,,,,,52.1703,22.2834,anonymous,EN,1,,1,3,"I tried to choose an image that was similar to the original each time, and if it wasn't, I clicked the appropriate button below.",2,,23,3,0,0,0,0,3,no,5f36cbc35fc3f70f6385f664,na,32437,na,32437,32437,apps,hidden,fraud,mnist,pollution,outlier,vas,random,blue,maxmin,1500,na,stl,5,1,apps,outlier
2024-02-26 12:20:42,2024-02-26 12:28:11,0,79.169.158.182,100,449,1,2024-02-26 12:28:12,R_1jhEGFK5VRbp45P,,,,,39.7433,-8.8056,anonymous,EN,1,,1,3,I just tried to see which appeared that matched the most,2,,27,7,1,1,0,,2,the explanation was too confusing,5ef618993fecc70b5984e05c,na,na,na,9611,21624,apps,hidden,fraud,mnist,pollution,vas,random,blue,maxmin,outlier,1500,na,stl,4,4,mnist,maxmin
2024-02-26 12:21:19,2024-02-26 12:28:15,0,85.245.50.136,100,416,1,2024-02-26 12:28:15,R_89oGM31YcSHglJq,,,,,38.6426,-27.2075,anonymous,EN,1,1,,2,Just trying to compare and have the figures say the same with less,1,,27,2,0,0,0,0,2,No,5f900008e536b802b29f7130,na,na,9611,9611,14416,apps,hidden,fraud,mnist,pollution,maxmin,outlier,vas,random,blue,1000,na,lts,1,4,mnist,random
2024-02-26 12:20:34,2024-02-26 12:29:12,0,188.37.236.172,100,517,1,2024-02-26 12:29:13,R_4HNtj6sgYSo99Vn,,,,,41.2345,-8.6182,anonymous,EN,1,,1,3,"I always used the same strategy, first I increased line by line to notice the differences and then I did it in reverse until I noticed.",2,,21,6,1,1,0,0,3,,5f9c2359530d3e067a300bd6,1266,na,na,32437,21624,apps,hidden,fraud,mnist,pollution,vas,random,blue,maxmin,outlier,1500,na,stl,4,2,hidden,random
2024-02-26 12:22:48,2024-02-26 12:29:55,0,195.136.100.66,100,426,1,2024-02-26 12:29:55,R_1OBtXA6VEaxlsqu,,,,,53.7771,20.4963,anonymous,EN,1,2,,2,I compared different points to each other in the original data set and tried to make the sample as similar as possible,3,,22,2,2,0,0,,3,,61011efb0639c55ef85d128a,na,na,na,2848,14416,apps,hidden,fraud,mnist,pollution,vas,random,blue,maxmin,outlier,1500,na,lts,4,2,hidden,random
2024-02-26 12:21:02,2024-02-26 12:30:08,0,189.238.42.62,100,546,1,2024-02-26 12:30:09,R_6gLre2IWpj9eolk,,,,,18.6534,-91.8371,anonymous,EN,1,2,,2,the dotted graphs were easier to analyze but with every sample i identified key components of the original and i checked the slider to see how much i could change it without those components disappearing ,2,,21,2,1,0,0,0,3,,5eb8db02ed810484c85ac7e2,na,na,4271,9611,9611,apps,hidden,fraud,mnist,pollution,maxmin,outlier,vas,random,blue,1000,na,lts,1,4,mnist,random
2024-02-26 12:21:12,2024-02-26 12:30:10,0,91.3.48.168,100,538,1,2024-02-26 12:30:11,R_2gT3qt11GNgyaat,,,,,51.3803,8.0845,anonymous,EN,1,,2,3,How they looked if the curve raised or went down and followed what I felt is right,1,,28,6,0,0,8,0,3,I don't know if my answers are right or wrong and I worry if that wasn't sufficient,6517231bd3ad629d144fcdb3,1266,9611,na,32437,6407,apps,hidden,fraud,mnist,pollution,outlier,vas,random,blue,maxmin,1500,na,stl,5,4,mnist,blue
2024-02-26 12:21:25,2024-02-26 12:31:26,0,82.20.145.46,100,601,1,2024-02-26 12:31:27,R_178PzalDnYE2tna,,,,,53.5866,-2.4354,anonymous,EN,1,,2,3,just stopped on the image that looked vaguely the same. Tried to stop half way first to compare and them either went up or down depending on the image.,2,,51,3,0,0,0,0,2,,60faee14aa7e0ccdf1e145aa,2848,4271,na,4271,6407,apps,hidden,fraud,mnist,pollution,blue,maxmin,outlier,vas,random,1000,1200,stl,2,3,fraud,outlier
2024-02-26 12:20:52,2024-02-26 12:31:42,0,190.161.94.183,100,650,1,2024-02-26 12:31:43,R_6YiavJsqXmX7MwL,,,,,-33.4521,-70.6536,anonymous,EN,1,2,,2,"I tried to respect the shape of the visualization as much as possible, ",1,,38,6,40,12,13,0,3,,5d40a788811e75001a0eabe4,4271,na,32437,4271,9611,apps,hidden,fraud,mnist,pollution,vas,random,blue,maxmin,outlier,500,1200,lts,4,3,fraud,blue
2024-02-26 12:21:21,2024-02-26 12:31:55,0,37.6.171.210,100,634,1,2024-02-26 12:31:56,R_6EgMSasuKaO6UYr,,,,,37.9842,23.7353,anonymous,EN,1,2,,2,I tried to understand the original graphs as much as possible and what conclusions we can get from them.Then from the simillar but smaller visualizations we should withdraw the same conclusions.At the end i tried to pick the one that has the same conclusions but has as few info as possible.,1,,21,2,1,1,0,0,3,,5fe8b43fbd6f2379b833b154,na,844,1266,9611,9611,apps,hidden,fraud,mnist,pollution,random,blue,maxmin,outlier,vas,1000,na,lts,3,5,pollution,vas
2024-02-26 12:20:45,2024-02-26 12:32:35,0,189.203.207.135,100,710,1,2024-02-26 12:32:36,R_1GPlBwkNb6URvh3,,,,,20.671,-103.3299,anonymous,EN,1,2,,3,"Yes, I used two strategies. The first was due to similarity between figures and the second was to observe the values of the axes of the graphs.",1,,28,6,2,0,0,0,3,,5b68a618a35c6f000173e3d0,6407,na,32437,32437,14416,apps,hidden,fraud,mnist,pollution,maxmin,outlier,vas,random,blue,1000,na,lts,1,2,hidden,outlier
2024-02-26 12:21:10,2024-02-26 12:33:26,0,142.3.46.225,100,735,1,2024-02-26 12:33:26,R_7dQE7SorhMlaNbq,,,,,50.429,-104.5341,anonymous,EN,1,1,,2,Slide the slider to find the balance point.,1,,38,9,40,15,7,,3,,6046a6e50b6ed70d6ab67f0e,14416,4271,14416,9611,1898,apps,hidden,fraud,mnist,pollution,blue,maxmin,outlier,vas,random,1500,1600,lts,2,3,fraud,outlier
2024-02-26 12:21:26,2024-02-26 12:34:28,0,83.223.226.110,100,781,1,2024-02-26 12:34:28,R_2MMteGqlppYgB1i,,,,,38.7373,-9.1945,anonymous,EN,1,,1,2,,2,,22,3,1,0,0,,3,,611d8af82ae7e75964167575,14416,9611,4271,6407,6407,apps,hidden,fraud,mnist,pollution,blue,maxmin,outlier,vas,random,500,1000,stl,2,4,mnist,vas
2024-02-26 12:20:49,2024-02-26 12:34:59,0,102.32.5.88,100,850,1,2024-02-26 12:35:00,R_6GCwDHTm7IgPG1l,,,,,-26.2309,28.0583,anonymous,EN,1,1,,2,"I had no strategies, I just used visualizations and shapes on the original and the sample to judge how different they are",1,,29,3,0,0,0,0,3,"No, nothinh thank you.",61176ed28c8935138ab6a64b,375,na,375,2848,2848,apps,hidden,fraud,mnist,pollution,random,blue,maxmin,outlier,vas,200,na,lts,3,1,apps,random
2024-02-26 12:21:11,2024-02-26 12:35:02,0,187.189.17.20,100,830,1,2024-02-26 12:35:03,R_1H5niCykByWYQy8,,,,,28.998,-106.229,anonymous,EN,1,2,,1,"it needed to chose an image that matched the first one but with fewer points, I try to select the one that didn´t affect the shape of the first",2,,26,6,1,1,3,0,3,no thanks,613a930ddceaa99a97d512bb,1898,250,250,375,na,apps,hidden,fraud,mnist,pollution,random,blue,maxmin,outlier,vas,750,800,lts,3,1,apps,random
2024-02-26 12:23:50,2024-02-26 12:38:53,0,91.129.109.154,100,903,1,2024-02-26 12:38:53,R_2LkGvQJnZLfQbnf,,,,,58.9998,25.9856,anonymous,EN,1,,1,2,i just looked at different points at marked the place where it started to look similar to the original,2,,24,7,0,0,0,,3,no,5ed67565e923be0aaf9e3cca,4271,na,844,2848,563,apps,hidden,fraud,mnist,pollution,random,blue,maxmin,outlier,vas,200,1600,stl,3,3,fraud,maxmin
2024-02-26 12:24:09,2024-02-26 12:39:04,0,89.114.113.153,100,895,1,2024-02-26 12:39:05,R_8KI4rioPOHO6fUB,,,,,41.1691,-8.6793,anonymous,EN,1,2,,3,I was searching for the overall similarity between the blots,2,,34,7,1,2,10,0,2,no,60217ceca41dfb1639d152a7,na,6407,32437,2848,250,apps,hidden,fraud,mnist,pollution,outlier,vas,random,blue,maxmin,500,na,lts,5,2,hidden,vas
2024-02-26 12:21:03,2024-02-26 12:39:55,0,45.220.6.64,100,1131,1,2024-02-26 12:39:56,R_50DB0PGOKwXTK1I,,,,,-25.7599,28.2604,anonymous,EN,1,,2,2,"I tried looking at both pictures and seeing when the second looked similar enough, for me to guess that the second picture, if completely drawn, would start to look similar enough for me to say that they were the same pictures.",2,,52,5,1,1,28,,3,Thank you very much for the opportunity to take part in your study.,65ad5e9fef4347e4fa7bd47d,563,6407,na,6407,na,apps,hidden,fraud,mnist,pollution,outlier,vas,random,blue,maxmin,1500,na,stl,5,4,mnist,blue
2024-02-26 12:20:34,2024-02-26 12:42:32,0,188.117.227.158,100,1317,1,2024-02-26 12:42:32,R_2hiqStRf3LdZVm1,,,,,40.6439,22.9358,anonymous,EN,1,2,,2,No I used the impression the image gave me,2,,29,6,1,0,4,,1,,5ece75528f582a08555e0a3e,na,14416,32437,6407,2848,apps,hidden,fraud,mnist,pollution,blue,maxmin,outlier,vas,random,1000,na,lts,2,2,hidden,maxmin
2024-02-26 12:21:16,2024-02-26 12:44:35,0,79.117.105.15,100,1399,1,2024-02-26 12:44:36,R_4KOvcp6nr7vqVmR,,,,,40.4172,-3.684,anonymous,EN,1,,1,2,"I didn't adopt any strategy, I just chose the first image that started to look like the one on the left.",2,,44,6,1,0,0,0,3,,5eda9e891e6ee06df48c4b57,9611,14416,21624,14416,32437,apps,hidden,fraud,mnist,pollution,blue,maxmin,outlier,vas,random,1500,na,stl,2,2,hidden,maxmin
2024-02-26 12:38:00,2024-02-26 12:48:43,0,213.134.191.7,100,643,1,2024-02-26 12:48:44,R_2EirBljt1O1c3nv,,,,,52.2296,21.0067,anonymous,EN,1,,1,2,I generally looked for some clear visual points in the original dataset and then went through the samples until I found those exact or similar looking points.,1,,30,6,0,0,0,0,3,Nothing to add.,5d3067ad3c028b001782ab68,na,na,na,32437,21624,apps,hidden,fraud,mnist,pollution,vas,random,blue,maxmin,outlier,2500,na,stl,4,2,hidden,random
2024-02-26 12:42:08,2024-02-26 12:59:39,0,188.143.78.220,100,1050,1,2024-02-26 12:59:39,R_8nT9GKEyhpLSUET,,,,,46.0911,18.2326,anonymous,EN,1,,1,3,I try to look for the patterns and no I did not.,1,,25,3,0,0,0,0,3,,5fe602f729db954217db9aef,32437,32437,844,2848,375,apps,hidden,fraud,mnist,pollution,maxmin,outlier,vas,random,blue,1000,1400,stl,1,3,fraud,vas
2024-02-27 08:00:46,2024-02-27 08:13:32,0,37.47.206.111,100,765,1,2024-02-27 08:13:32,R_2IMCUZRTxlBlPjG,,,,,54.3503,18.6582,anonymous,EN,1,,1,2,I was just making decisions based on my visual perception.,1,,19,3,1,0,3,0,3,,6511f1f1490c9df9f8c7890e,21624,6407,14416,9611,6407,apps,hidden,fraud,mnist,pollution,blue,maxmin,outlier,vas,random,500,na,stl,2,1,apps,blue
2024-02-28 18:13:58,2024-02-28 18:17:54,0,213.22.219.234,100,236,1,2024-02-28 18:17:54,R_5dLnxQjAG8d89MO,,,,,41.1384,-8.6168,anonymous,EN,1,1,,3,I stopped what I saw that the visualizer was different from the original,1,,25,7,,,,,2,,5f5bca237a4abb370a310830,844,32437,375,1266,2848,apps,hidden,fraud,mnist,pollution,maxmin,outlier,vas,random,blue,1000,200,lts,1,1,apps,maxmin
2024-02-28 18:15:54,2024-02-28 18:18:56,0,95.93.47.33,100,182,1,2024-02-28 18:18:57,R_84cUz2IupsErrsf,,,,,38.5436,-9.0473,anonymous,EN,1,2,,2,no i just tried to keep the basic structure of the samples with different densitys,1,,20,2,0,0,0,0,3,,5f6a04b14398e8038be3affd,2848,na,563,6407,4271,apps,hidden,fraud,mnist,pollution,maxmin,outlier,vas,random,blue,1000,na,lts,1,4,mnist,random
2024-02-28 18:15:25,2024-02-28 18:19:20,0,124.248.141.73,100,234,1,2024-02-28 18:19:20,R_4g0bMzV6IzHBHjj,,,,,-36.8426,174.7273,anonymous,EN,1,,2,2,"Looked for similar shape, peaks in similar places, gaps appropriately placed",2,,36,6,1,0,5,,3,No,6568dccd457d49a85cccc8b7,375,na,250,6407,9611,apps,hidden,fraud,mnist,pollution,vas,random,blue,maxmin,outlier,2500,na,stl,4,4,mnist,maxmin
2024-02-28 18:14:31,2024-02-28 18:19:56,0,188.83.126.76,100,324,1,2024-02-28 18:19:56,R_2s4iP9pcuQXyp6X,,,,,41.1452,-8.5294,anonymous,EN,1,2,,2,I tried to look at it to see if they were the same or if they were the same but zoomed in,2,,23,3,1,1,0,0,3,Not really,5f9c306fcdb29d0852eb995f,563,32437,na,32437,844,apps,hidden,fraud,mnist,pollution,outlier,vas,random,blue,maxmin,750,na,lts,5,5,pollution,maxmin
2024-02-28 18:14:46,2024-02-28 18:20:18,0,187.140.123.83,100,331,1,2024-02-28 18:20:18,R_6k07a7Hvw0mLiHS,,,,,20.9089,-100.7431,anonymous,EN,1,,1,3,I took the shape of the graphs as a reference to make my decisions.,2,,27,6,0,0,0,0,3,,61075c7294dd00d991d8e9ca,32437,na,9611,32437,na,apps,hidden,fraud,mnist,pollution,random,blue,maxmin,outlier,vas,1500,na,stl,3,4,mnist,outlier
2024-02-28 18:14:46,2024-02-28 18:20:30,0,174.89.94.180,100,343,1,2024-02-28 18:20:31,R_69cOU0V5WQhQDg5,,,,,43.6752,-79.3472,anonymous,EN,1,2,,2,,1,,21,3,2,0,0,0,2,,61576454419cd49bb2a2c85d,na,na,1898,4271,9611,apps,hidden,fraud,mnist,pollution,vas,random,blue,maxmin,outlier,1000,na,lts,4,4,mnist,maxmin
2024-02-28 18:16:53,2024-02-28 18:20:49,0,189.242.91.25,100,235,1,2024-02-28 18:20:50,R_7OV4H1uclVEJqai,,,,,19.288,-99.0051,anonymous,EN,1,2,,2,Just by comparing both sides,2,,26,3,0,0,0,0,3,,5be0d2374579d00001ad8d6d,32437,563,32437,844,375,apps,hidden,fraud,mnist,pollution,blue,maxmin,outlier,vas,random,3000,na,lts,2,3,fraud,outlier
2024-02-28 18:14:44,2024-02-28 18:21:23,0,45.72.221.63,100,398,1,2024-02-28 18:21:24,R_11kfsPDxLzMBTsB,,,,,43.6591,-79.4626,anonymous,EN,1,,2,2,"I stopped at the first one that looked most similar to me, as I was asked. I used the same plan throughout.",2,,55,6,0,0,0,0,2,Nothing at this time.,5ef87f91d8ef24028d6da70c,1266,2848,32437,1898,na,apps,hidden,fraud,mnist,pollution,outlier,vas,random,blue,maxmin,200,na,stl,5,5,pollution,maxmin
2024-02-28 18:15:34,2024-02-28 18:21:40,0,187.176.190.86,100,366,1,2024-02-28 18:21:41,R_7RP5Ox0P51HSzte,,,,,25.6589,-100.2651,anonymous,EN,1,1,,3,"I compared to the original as long as it looked at least a little similar to the original.
I tried to adopt the same strategy.",2,,22,2,20+,0,2,0,2,Nonoe,65df94a7f274135f7cfa138d,563,na,844,4271,4271,apps,hidden,fraud,mnist,pollution,random,blue,maxmin,outlier,vas,2500,na,lts,3,5,pollution,vas
2024-02-28 18:16:47,2024-02-28 18:22:48,0,161.29.238.76,100,361,1,2024-02-28 18:22:48,R_4fCdLIq2X3UYnVK,,,,,-41.2971,174.7932,anonymous,EN,1,,2,2,"When there was massive amounts of data, a smaller number of points still represented the overall distribution well enough. But when there were less data points I thought that more often than not more data points are needed to show a similar distribution.",1,,18,1,0,0,0,NCEA Level 3 NZ,3,No,65cbca7d9b3c05b32addd992,14416,250,375,375,6407,apps,hidden,fraud,mnist,pollution,outlier,vas,random,blue,maxmin,200,na,stl,5,4,mnist,blue
2024-02-28 18:18:08,2024-02-28 18:23:58,0,93.35.132.158,100,349,1,2024-02-28 18:23:59,R_81dt60f9RheYBN4,,,,,37.4925,15.0701,anonymous,EN,1,,2,2,I've tried to select the sample the could have possibly lead to the original one,1,,37,6,0,0,0,0,1,No,5d7d2163b5bd580001d11d5f,na,na,32437,1898,9611,apps,hidden,fraud,mnist,pollution,vas,random,blue,maxmin,outlier,1500,800,stl,4,5,pollution,outlier
2024-02-28 18:16:12,2024-02-28 18:23:59,0,80.182.149.30,100,466,1,2024-02-28 18:23:59,R_806Q1VnXevXc8ca,,,,,39.2302,9.121,anonymous,EN,1,,1,3,I looked and compared one image with the other and checked the differences in the overview,2,,57,2,0,0,2,0,3,,58dd9fe2e75d9c00011c24a9,4271,na,4271,na,563,apps,hidden,fraud,mnist,pollution,maxmin,outlier,vas,random,blue,3000,400,stl,1,5,pollution,blue
