StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,check-decrease-1,check-increase-1,check-2,gender,gender_4_TEXT,age,education,experience_1,experience_2,experience_3,experience_4,effort,feedback,PROLIFIC_PID,size00,size01,size,justification,order,method
2024-03-01 08:11:47,2024-03-01 08:16:17,0,94.60.198.20,100,269,1,2024-03-01 08:16:17,R_2fu9SLcUFabYZMt,,,,,41.1384,-8.6168,anonymous,EN,1,2,,3,2,,24,5,1,1,3,,3,,5f61578829b2480f4a57565a,500,1600,250,it looks different enough,lts,blue
2024-03-01 08:12:28,2024-03-01 08:17:25,0,109.242.76.166,100,297,1,2024-03-01 08:17:26,R_2qwAaKQ3VWS0MN3,,,,,40.6439,22.9358,anonymous,EN,1,2,,2,1,,24,3,1,0,0,0,3,,5d70384bc4f383000128da9c,500,na,21624,,lts,random
2024-03-01 08:12:33,2024-03-01 08:17:41,0,88.122.164.145,100,307,1,2024-03-01 08:17:41,R_5zWK3Rm9jxNnETn,,,,,48.7756,2.3337,anonymous,EN,1,,1,3,2,,26,7,0,0,0,,2,,65998bc675eef229eb24dbff,1500,1600,32437,I was looking at the size and for of the middle form. It was still a little difficult to understand what was expected.,stl,blue
2024-03-01 08:13:21,2024-03-01 08:17:46,0,213.134.178.231,100,264,1,2024-03-01 08:17:46,R_6OkvMamxCfjspAU,,,,,52.2296,21.0067,anonymous,EN,1,,2,2,1,,26,6,1,0,3,,2,,5fa925f7a78e1e0008f13a21,1500,na,6407,"<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">poziom wypełnienia na środku wykresu
</font></font><div><br></div>",stl,maxmin
2024-03-01 08:13:26,2024-03-01 08:18:02,0,148.234.150.59,100,276,1,2024-03-01 08:18:03,R_3BQLmnJvT2ZK9pp,,,,,25.8264,-100.4082,anonymous,EN,1,,1,3,1,,32,6,1,1,1,0,2,,5b7c3611b22fe60001df1efd,2000,na,2848,It shows how the points are getting in the same way,stl,random
2024-03-01 08:14:02,2024-03-01 08:18:18,0,176.230.128.35,100,255,1,2024-03-01 08:18:19,R_41zzT8cScELEdgg,,,,,31.9642,34.7876,anonymous,EN,1,2,,3,2,,28,7,2,0,0,,2,,5f1ea63c6da2c202bad6db5b,3000,na,14416,I just moved the slider until it looked the most similar.,lts,maxmin
2024-03-01 08:16:22,2024-03-01 08:18:27,0,89.155.29.158,100,124,1,2024-03-01 08:18:27,R_7dhoKTkXuv1jk6d,,,,,41.1691,-8.6793,anonymous,EN,1,2,,2,1,,26,6,,,,,1,,654b9495e8eaa013e392726c,200,na,21624,,lts,vas
2024-03-01 08:15:08,2024-03-01 08:18:36,0,76.64.56.72,100,207,1,2024-03-01 08:18:36,R_51bXd10sBqESZbA,,,,,45.471,-75.4737,anonymous,EN,1,2,,3,2,,25,3,0,,,,3,,5e5d5bca1322f00407344ee0,3000,na,na,,lts,blue
2024-03-01 08:15:11,2024-03-01 08:19:04,0,128.116.221.183,100,232,1,2024-03-01 08:19:05,R_6lGlpOeXW5yMq8W,,,,,45.5336,10.2194,anonymous,EN,1,1,,2,1,,22,3,2,0,0,,2,No,60f030dca19a06db1b50d16a,3000,na,32437,The center of the original lines up with the graph on the right.,lts,outlier
2024-03-01 08:14:52,2024-03-01 08:19:06,0,85.138.230.110,100,253,1,2024-03-01 08:19:06,R_5IrZDTx69dDePcJ,,,,,38.6821,-9.162,anonymous,EN,1,2,,2,1,,25,7,4,2,0,,3,no,5f6b70d050d8b206c64e4ba1,200,na,2848,stoped when I couldn't see no more difeence between the centre and the border density,lts,vas
2024-03-01 08:14:41,2024-03-01 08:19:12,0,83.196.182.205,100,271,1,2024-03-01 08:19:13,R_4ltoY8k94MWMUuo,,,,,48.6822,6.1862,anonymous,EN,1,,2,2,2,,32,9,3,4,8,,2,,57ec4769045a690001bf1d66,1500,na,9611,"Aside from the circle-like range that was represented early on, I sought for the sample to also display the diagonal peak, and that appeared only with a sufficiently many points",stl,maxmin
2024-03-01 08:15:30,2024-03-01 08:19:15,0,178.36.9.208,100,224,1,2024-03-01 08:19:15,R_2exgGlsXnLTc4EN,,,,,52.2296,21.0067,anonymous,EN,1,,2,2,1,,24,2,0,0,0,0,2,,602ad66fbc577218faf19253,2000,800,6407,I am trying to present the most dense parts of the original graph,stl,outlier
2024-03-01 08:14:57,2024-03-01 08:19:38,0,110.32.55.134,100,280,1,2024-03-01 08:19:38,R_4MKWUpidaeuJFCY,,,,,-27.5968,152.971,anonymous,EN,1,2,,2,1,,21,1,0,0,0,0,2,,65e1df96d420e2526af2fc6e,1000,na,14416,Solid diagonal shape appears within both the original and sample,lts,maxmin
2024-03-01 08:16:13,2024-03-01 08:19:48,0,212.59.230.50,100,215,1,2024-03-01 08:19:49,R_4pWB3lVSAmzqqEJ,,,,,50.2527,19.0284,anonymous,EN,1,,1,3,2,,21,3,2,3,0,,2,,6008a0c0b660fb51dd2b32f7,2000,1600,na,I looked at the center,stl,random
2024-03-01 08:13:37,2024-03-01 08:19:50,0,144.64.103.97,100,372,1,2024-03-01 08:19:50,R_2N2kLkiqjPU6SaP,,,,,41.3012,-7.742,anonymous,EN,1,,2,2,2,,24,6,1,0,1,,3,,61146df02f8f4131c8da6d3c,3000,1600,na,"The sample is not too similar, i chose that one because it's the only one where it doesn't have too much or too little ",stl,vas
2024-03-01 08:17:59,2024-03-01 08:19:51,0,209.35.94.241,100,111,1,2024-03-01 08:19:51,R_5CXErOX19b37QhX,,,,,53.4788,-2.2585,anonymous,EN,1,,1,3,2,,32,7,0,0,0,0,2,,5e1781093582cc082a68723c,500,400,1266,,stl,outlier
2024-03-01 08:17:29,2024-03-01 08:19:55,0,94.60.78.244,100,145,1,2024-03-01 08:19:55,R_26FBr3zvZ7nmejf,,,,,41.1691,-8.6793,anonymous,EN,1,,1,2,1,,37,7,,1,12,,2,no,5c437b9735b63800019b31a8,3000,1200,14416,Cinrcumscript an area,stl,vas
2024-03-01 08:14:59,2024-03-01 08:20:22,0,79.107.91.99,100,322,1,2024-03-01 08:20:23,R_68XUKnR8i37fBJp,,,,,37.9842,23.7353,anonymous,EN,1,,2,2,2,,22,2,3,3,0,,2,,64ef422a4789bd6b6b9042ce,3000,400,9611,enough points to understand that there is a circle surrounding the line,stl,outlier
2024-03-01 08:15:58,2024-03-01 08:20:23,0,213.184.0.99,100,265,1,2024-03-01 08:20:23,R_36Fqg1Ak5R2CZ8d,,,,,53.7831,20.4791,anonymous,EN,1,,2,3,2,,21,4,1,1,3,,2,,60e96b12a9bf38cf4eb19c56,1500,1600,32437,Because on this one I can see a oval shape as at the original picture,stl,blue
2024-03-01 08:16:57,2024-03-01 08:20:34,0,80.229.24.225,100,217,1,2024-03-01 08:20:37,R_11sm5NFug0295bB,,,,,52.1043,-0.5498,anonymous,EN,1,2,,2,1,,43,6,0,0,2,1,3,,5b9281970ff8eb00018874f9,1500,na,14416,"oval shape had to show, hs to give good impression of the circle too",lts,blue
2024-03-01 08:16:34,2024-03-01 08:20:37,0,194.99.105.90,100,242,1,2024-03-01 08:20:37,R_2lRhcPhdGr87v5p,,,,,52.1574,21.0126,anonymous,EN,1,2,,2,2,,23,6,4,0,5,0,3,,5eb6f85c1c54b4067b4ba65d,1000,400,6407,I move the slider until the sample gets to the point in which the intensification of the dots could take another turn than the original.,lts,maxmin
2024-03-01 08:17:08,2024-03-01 08:20:45,0,85.229.68.235,100,216,1,2024-03-01 08:20:46,R_2KwP1yV7xpYKTXW,,,,,59.3241,18.0517,anonymous,EN,1,2,,2,1,,23,6,4,3,0,0,3,No everything worked out :),5eea8ba19d0a1a155a3a67f7,200,na,6407,"Just tried to find the photo that more similar to the original, with fewer points",lts,outlier
2024-03-01 08:14:22,2024-03-01 08:20:52,0,95.92.150.160,100,389,1,2024-03-01 08:20:52,R_2L9QVcOtNYhYA6d,,,,,38.6111,-9.1151,anonymous,EN,1,1,,2,1,,24,1,0,0,5,0,1,"nothing, i hope i helps in some way ",5ff1a1f38f621059b3dd478d,2500,na,563,the spiral in the middle,lts,random
2024-03-01 08:18:01,2024-03-01 08:21:18,0,94.60.6.252,100,196,1,2024-03-01 08:21:19,R_5eXbgw3ZMggiEAx,,,,,40.6027,-7.7691,anonymous,EN,1,,1,3,2,,26,7,1,1,2,,2,No,60fd225c4faaa264601c1792,1500,1600,6407,I am not sure yet,stl,blue
2024-03-01 08:17:26,2024-03-01 08:21:20,0,105.29.84.193,100,233,1,2024-03-01 08:21:20,R_3T2Xj77O1kp8ZqN,,,,,-26.2309,28.0583,anonymous,EN,1,1,,3,2,,26,3,0,0,0,0,2,,615ff7b01f8928b46405ccad,750,na,6407,,lts,maxmin
2024-03-01 08:18:58,2024-03-01 08:21:25,0,154.47.106.2,100,146,1,2024-03-01 08:21:25,R_7L84HtyiOr34fbx,,,,,54.1212,-3.1943,anonymous,EN,1,2,,2,3,,21,3,0,0,0,0,3,,5f2b2c38344357530961afa1,200,na,9611,i looked at basic shapes and patterns,lts,outlier
2024-03-01 08:18:33,2024-03-01 08:21:25,0,197.184.178.70,100,171,1,2024-03-01 08:21:26,R_61boa8enIqYcGGm,,,,,-26.2309,28.0583,anonymous,EN,1,,2,3,1,,45,1,0,0,0,0,3,,5e71e26df2bff10008cc9797,1000,na,na,,stl,blue
2024-03-01 08:18:49,2024-03-01 08:21:25,0,95.136.62.18,100,156,1,2024-03-01 08:21:26,R_8DO6lt7HtCqyWH3,,,,,38.7373,-9.1945,anonymous,EN,1,1,,2,2,,21,2,0,0,0,0,3,no,5dea549b1e806c168ca5d0f0,200,na,4271,,lts,blue
2024-03-01 08:18:22,2024-03-01 08:21:34,0,129.100.255.81,100,192,1,2024-03-01 08:21:35,R_6jy3cBMZ3jBFmlH,,,,,43.0147,-81.3049,anonymous,EN,1,,2,2,2,,21,6,1,0,.5,,3,,61168b5a09f6ddf2f548eabd,1500,na,na,"I moved the slider to the most right, but found that this point does not match the original close enough. So I pressed none of the sample sizes are sufficiently similar button.",stl,blue
2024-03-01 08:18:00,2024-03-01 08:21:40,0,94.60.174.11,100,219,1,2024-03-01 08:21:40,R_60db9wMUtXp2h0E,,,,,41.2345,-8.6182,anonymous,EN,1,1,,3,1,,28,7,1,2,1,1,3,,5ccc758ab11510001584a1af,750,na,na,I compared both of the pictures and played with the slider until it didn't capture the key patterns and features of the original one,lts,random
2024-03-01 08:17:30,2024-03-01 08:21:41,0,86.16.60.199,100,250,1,2024-03-01 08:21:41,R_3q0ddOhbVqDRYGt,,,,,53.9573,-1.0837,anonymous,EN,1,,1,2,2,,34,7,0,1,1,,3,,5a33c9b80758280001030b0d,750,600,844,Wanted to show the clustering in the middle but also that there are some data points around it.,stl,random
2024-03-01 08:18:39,2024-03-01 08:21:42,0,161.230.115.53,100,182,1,2024-03-01 08:21:42,R_79wy8v6UQe0n1Jf,,,,,41.5515,-8.4204,anonymous,EN,1,2,,2,1,,27,6,2,0,0,0,2,,5eeb2e5447d3cb013eb29033,1500,na,1898,,lts,vas
2024-03-01 08:16:57,2024-03-01 08:21:43,0,193.204.11.38,100,286,1,2024-03-01 08:21:44,R_1q8KYCB5slJnQbf,,,,,43.1378,13.063,anonymous,EN,1,,1,3,2,,29,9,24,12,3,,2,,5ff1902e9bca6f57cdff2447,2500,na,32437,"I WILL SEE IF BY CHANGING THE SLIDE IU CAN MAKE THE DATA LOOK ""SUFFIENTLY CLOSE"" TO THE ORIGINAL DATA ",stl,random
2024-03-01 08:17:10,2024-03-01 08:21:53,0,80.114.28.78,100,283,1,2024-03-01 08:21:54,R_7CJbaXWlxVCMxOM,,,,,53.2264,6.5828,anonymous,EN,1,2,,3,1,,29,6,8,4,2,,3,,65637d5cb93a2dea956ef651,750,na,9611,does the ellipse exist? Is the spread around the ellipse uniform enough.,lts,blue
2024-03-01 08:19:20,2024-03-01 08:21:58,0,159.205.69.4,100,157,1,2024-03-01 08:21:59,R_79gnI1TsYrI88N0,,,,,52.3742,16.8826,anonymous,EN,1,2,,2,1,,24,3,1,0,1,,3,No,5bfe92adaa5fa30001369e01,2000,1600,na,"<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">I dont have strategy</font></font>",lts,outlier
2024-03-01 08:19:04,2024-03-01 08:22:00,0,86.19.161.37,100,175,1,2024-03-01 08:22:01,R_7fqwFgxmpAQJW3u,,,,,52.5678,1.662,anonymous,EN,1,2,,3,2,,25,6,1,0,0,0,2,no,6400e5057635b91fbfeafd20,200,na,9611,,lts,maxmin
2024-03-01 08:16:56,2024-03-01 08:22:01,0,201.110.200.216,100,305,1,2024-03-01 08:22:01,R_5andbeADhYLJmTf,,,,,19.5129,-99.2366,anonymous,EN,1,,2,2,2,,44,6,0,0,0,0,2,,6106eefd02a24910712c201b,750,1600,32437,,stl,random
2024-03-01 08:19:54,2024-03-01 08:22:02,0,37.189.129.113,100,127,1,2024-03-01 08:22:02,R_2cxI5Avkar6smeB,,,,,39.9177,-8.6328,anonymous,EN,1,,1,3,1,,30,2,0,0,6,0,3,,5f8825d4938a85280f506a83,2000,1400,32437,,stl,outlier
2024-03-01 08:19:35,2024-03-01 08:22:05,0,130.89.104.135,100,150,1,2024-03-01 08:22:06,R_7hmEaKJNSeTQL8F,,,,,52.2292,6.9134,anonymous,EN,1,,2,3,2,,21,6,1,1,0,,2,,606c7b5caf5c8d5bb9cb7c94,500,na,32437,this is somewhat confusing,stl,random
2024-03-01 08:18:19,2024-03-01 08:22:06,0,158.38.204.226,100,227,1,2024-03-01 08:22:06,R_1YAlsUXyaVN5nTg,,,,,61.1408,10.4388,anonymous,EN,1,,1,2,1,,26,7,0,0,0,0,2,,6089aa8120d7418a70f3eba7,200,na,9611,I wanted to find a circle shape surrounding the other more pressed shape.,stl,outlier
2024-03-01 08:17:48,2024-03-01 08:22:07,0,130.43.109.164,100,259,1,2024-03-01 08:22:08,R_2Kw0XjNkeKGlyDy,,,,,37.9842,23.7353,anonymous,EN,1,2,,3,1,,28,7,0,0,0,0,2,No.,5d49e19008bee60018f4ec9a,1000,na,2848,,lts,vas
2024-03-01 08:19:37,2024-03-01 08:22:14,0,165.225.198.196,100,156,1,2024-03-01 08:22:14,R_83Ty40LRd8ul8iu,,,,,53.4788,-2.2585,anonymous,EN,1,,2,2,2,,27,3,0,0,5,,3,,616afbc8492bc24f909b4434,1000,na,32437,,stl,blue
2024-03-01 08:18:08,2024-03-01 08:22:24,0,84.2.210.66,100,256,1,2024-03-01 08:22:25,R_1lfvewgBcTT1oR2,,,,,47.5636,19.0947,anonymous,EN,1,,1,2,1,,30,7,0,3,0,0,3,no,65747f77f086414ca27765a9,1500,na,1898,,stl,random
2024-03-01 08:18:45,2024-03-01 08:22:31,0,193.11.160.228,100,225,1,2024-03-01 08:22:31,R_1NJ1ZhTmCxykXza,,,,,58.3937,13.8463,anonymous,EN,1,2,,3,2,,21,2,1,0,1,,2,,6107ca62e9040e3847a1bd17,500,na,na,,lts,blue
2024-03-01 08:12:06,2024-03-01 08:22:32,0,186.172.147.94,100,625,1,2024-03-01 08:22:32,R_6ZD1enWqirewI9M,,,,,-33.4521,-70.6536,anonymous,EN,1,2,,2,2,,35,3,3,0,4,,3,It was entertaining. I liked,5f10fab7226aaf44e626a66b,1000,na,14416,The strategy I used was to move the cursor from one side to the other and compare each image with the original.,lts,blue
2024-03-01 08:18:01,2024-03-01 08:22:35,0,105.245.16.64,100,274,1,2024-03-01 08:22:35,R_7MSEaTR4Q0eNygJ,,,,,-26.2309,28.0583,anonymous,EN,1,,1,3,1,,20,2,1,0,0,,2,no,64f3371577d48ca1a8928814,500,na,32437,try to make it look as similar as possible,stl,vas
2024-03-01 08:18:08,2024-03-01 08:22:41,0,164.8.190.150,100,273,1,2024-03-01 08:22:42,R_1iBZrglBFndGQLx,,,,,46.3381,15.427,anonymous,EN,1,2,,2,2,,23,2,0,0,0,5 years of college,3,,61085764a061b0e293ca2ca1,750,na,4271,I looked at the photo back and forth while sliding the slider,lts,random
2024-03-01 08:18:46,2024-03-01 08:22:42,0,90.195.229.7,100,235,1,2024-03-01 08:22:42,R_4C8WCaKM8yufgns,,,,,52.4064,-1.5082,anonymous,EN,1,2,,3,2,,47,7,1,1,22,,3,,5874022fa763c900011d9ab7,1500,na,6407,,lts,random
2024-03-01 08:18:26,2024-03-01 08:22:44,0,5.29.198.41,100,257,1,2024-03-01 08:22:44,R_2qgGaAkFlaZO89p,,,,,32.0803,34.7805,anonymous,EN,1,,1,3,1,,26,2,0,0,0,1,2,No,5d02695334bace00012a468c,3000,na,na,I did not use anything,stl,outlier
2024-03-01 08:20:15,2024-03-01 08:22:45,0,46.205.209.1,100,149,1,2024-03-01 08:22:45,R_5qMi9BliW5zNn2x,,,,,52.2296,21.0067,anonymous,EN,1,,1,3,1,,29,7,,,,,2,,6567a903fa20e5d5b9ce2840,750,1600,32437,,stl,blue
2024-03-01 08:19:38,2024-03-01 08:22:46,0,146.90.10.80,100,188,1,2024-03-01 08:22:46,R_5ls239wVXyzESnE,,,,,53.0786,-1.2383,anonymous,EN,1,2,,2,2,,29,6,0,0,0,0,3,,637e81c7412aa8b5096fb176,750,na,32437,Found it very interesting to use the slider,lts,maxmin
2024-03-01 08:17:45,2024-03-01 08:22:48,0,196.250.216.27,100,303,1,2024-03-01 08:22:49,R_7BqXiW3S3LNxVNG,,,,,-29.1252,26.163,anonymous,EN,1,,2,3,1,,27,3,0,0,0,0,3,,5f3d63a8d956100fd3adf56d,3000,1600,14416,"I  will drag the slider until I see similarities. I am not sure when to stop, to be honest. ",stl,maxmin
2024-03-01 08:16:44,2024-03-01 08:22:49,0,89.114.133.171,100,365,1,2024-03-01 08:22:50,R_6v8kdwrdoMZqP6Z,,,,,38.7373,-9.1945,anonymous,EN,1,,2,2,2,,26,6,1,0,0,0,3,,60b8f3441ccfdef115097258,1000,1000,9611,I am just comparing both images,stl,vas
2024-03-01 08:15:21,2024-03-01 08:22:53,0,213.41.40.29,100,451,1,2024-03-01 08:22:53,R_6qdRbtxn9Devbeh,,,,,48.8538,2.5616,anonymous,EN,1,,1,3,1,,22,2,12,,,,2,,654fee1a1ca37dba60d26798,1500,na,21624,,stl,blue
2024-03-01 08:18:38,2024-03-01 08:22:54,0,89.150.139.134,100,255,1,2024-03-01 08:22:54,R_1czvHhKu9nXIlyF,,,,,55.6769,12.5268,anonymous,EN,1,2,,2,1,,28,6,1,3,8,0,3,No,57b0e125f89fc60001ae8115,1000,na,14416,No strategy,lts,vas
2024-03-01 08:13:53,2024-03-01 08:22:55,0,77.65.103.137,100,541,1,2024-03-01 08:22:55,R_1s7fNl39Su4in9o,,,,,52.3961,16.9851,anonymous,EN,1,2,,2,1,,32,7,0,2,10,0,3,,5eadcf624a9aaa4910e63adb,750,na,6407,I'm just trying to visualize the picture in my mind,lts,outlier
2024-03-01 08:12:33,2024-03-01 08:22:56,0,189.135.116.176,100,622,1,2024-03-01 08:22:56,R_7FQ93AJ67WRcUAU,,,,,20.0403,-102.3092,anonymous,EN,1,,1,2,2,,26,5,0,0,0,0,2,No,613a9833c9a297f3ac00743f,200,na,14416,I just chose the option that most closely resembles the original without distorting the sample.,stl,vas
2024-03-01 08:19:47,2024-03-01 08:23:02,0,84.90.244.247,100,195,1,2024-03-01 08:23:02,R_2THPVJpL8yJyN8o,,,,,38.6821,-9.162,anonymous,EN,1,,2,2,1,,22,3,0,0,0,0,2,,5f8310cc97a96f4484b0dbdc,200,1200,9611,just simple intuition,stl,maxmin
2024-03-01 08:19:13,2024-03-01 08:23:13,0,161.230.22.180,100,239,1,2024-03-01 08:23:13,R_4H0YvCd1rb8dp4J,,,,,41.5515,-8.4204,anonymous,EN,1,,2,2,2,,26,7,0,1,2,,3,no,5f63a183f422c50c4c81ef93,750,na,9611,not confusing,stl,blue
2024-03-01 08:16:44,2024-03-01 08:23:18,0,197.184.181.39,100,393,1,2024-03-01 08:23:18,R_5RqA3Zu6MT4ifyV,,,,,-25.7599,28.2604,anonymous,EN,1,,1,3,2,,26,6,0,0,0,0,3,,61504e85a1e23353a05dd8fa,2000,na,9611,I stopped when the sample shares enough features with the original,stl,maxmin
2024-03-01 08:17:15,2024-03-01 08:23:20,0,94.21.98.219,100,364,1,2024-03-01 08:23:21,R_4zIpKxYf9gahiVo,,,,,46.2527,20.154,anonymous,EN,1,1,,2,2,,21,2,2,0,0,0,2,,613c96251354a2ab1529c6f6,200,na,4271,I used just enough dots to see the shape,lts,outlier
2024-03-01 08:20:05,2024-03-01 08:23:23,0,109.178.136.27,100,197,1,2024-03-01 08:23:23,R_40vqYt8tHXnBBsT,,,,,37.9842,23.7353,anonymous,EN,1,,2,3,1,,23,6,0,0,0,0,2,,5e3965c2d8bc95176262043a,500,1600,na,,stl,outlier
2024-03-01 08:19:11,2024-03-01 08:23:24,0,89.64.150.236,100,253,1,2024-03-01 08:23:25,R_1D88itJ6FVVJzEL,,,,,54.412,18.6049,anonymous,EN,1,,2,3,2,,34,6,2,1,0,,2,,5d0d3c6c9193b80019e7f639,1500,1600,21624,Set the maximum and slowly tried to see the less and compare,stl,vas
2024-03-01 08:18:57,2024-03-01 08:23:27,0,37.225.12.66,100,270,1,2024-03-01 08:23:28,R_7CHBgVRcm2Lqbcm,,,,,51.7248,19.4633,anonymous,EN,1,,1,2,2,,23,2,0,0,0,0,2,,5f8c9d876245d7429d7f86b1,2000,na,21624,,stl,outlier
2024-03-01 08:19:47,2024-03-01 08:23:31,0,194.140.232.254,100,223,1,2024-03-01 08:23:31,R_8czmJosmHDkbgLM,,,,,38.7373,-9.1945,anonymous,EN,1,,1,3,2,,25,6,2,0,0,0,3,,5e7b778f5c17541742c0bf2c,1000,1600,32437,,stl,blue
2024-03-01 08:17:12,2024-03-01 08:23:34,0,200.104.206.218,100,382,1,2024-03-01 08:23:35,R_6HZlHiiqbwOrHfz,,,,,-33.4521,-70.6536,anonymous,EN,1,,1,3,2,,41,3,1,0,0,0,3,,651ac021a16dfdd97d178bda,1500,na,na,"none of the samples plot well the ""elliptical"" concentration in the center seen in the reference.",stl,vas
2024-03-01 08:19:59,2024-03-01 08:23:35,0,85.139.202.194,100,215,1,2024-03-01 08:23:36,R_62m3svgP4KqftsQ,,,,,38.7023,-8.9793,anonymous,EN,1,,1,3,1,,22,3,0,0,1,0,2,,6022fb51de05da1008b5c5fb,1500,na,na,I visually compared the two graphs,stl,maxmin
2024-03-01 08:18:54,2024-03-01 08:23:35,0,217.171.61.178,100,281,1,2024-03-01 08:23:36,R_4HGBwuWvCXrYhUZ,,,,,54.6037,18.2503,anonymous,EN,1,2,,2,1,,22,3,0,0,0,0,2,,60f43e6b7d7ec5235ccbe7e3,500,400,563,Until I couldn't recognise that there is mean  to be a circle,lts,blue
2024-03-01 08:18:13,2024-03-01 08:23:36,0,176.93.251.127,100,323,1,2024-03-01 08:23:37,R_5fCOqG2DedS4ibF,,,,,60.1797,24.9344,anonymous,EN,1,2,,2,1,,53,3,6,0,27,,3,-,6151dbe0fb52b4b4bb5d5c32,2000,na,na,Sample has more data points outside the center than the original.,lts,maxmin
2024-03-01 08:20:38,2024-03-01 08:23:38,0,178.37.72.162,100,180,1,2024-03-01 08:23:39,R_1fcSDg7tNpcNPX7,,,,,51.1043,17.0335,anonymous,EN,1,,1,2,2,,59,2,1,0,0,0,3,,5f68faf9dacf470c0a0492b3,750,na,32437,I looked at the whole picture to determine whether my brain is able to extrapolate the sample picture to the original picture,stl,blue
